ID,orbit,scene,tile,time_UTC
US-CC1,10639,7,15TYJ,2020-05-22 00:54:57
US-KM4,10639,7,16TFN,2020-05-22 00:54:57
US-UMd,10639,8,16TFR,2020-05-22 00:55:49
US-UMB,10639,8,16TFR,2020-05-22 00:55:49
US-xSJ,10640,1,11SKB,2020-05-22 02:25:02
US-xSP,10640,1,11SKB,2020-05-22 02:25:02
US-Rls,10640,3,11TNH,2020-05-22 02:26:46
US-Rwf,10640,3,11TNH,2020-05-22 02:26:46
US-Rws,10640,3,11TNH,2020-05-22 02:26:46
US-Rms,10640,3,11TNH,2020-05-22 02:26:46
US-xYE,10640,5,12TWQ,2020-05-22 02:28:30
US-PAS,10653,6,17RML,2020-05-22 22:28:45
US-ONA,10653,6,17RML,2020-05-22 22:28:45
US-xDS,10653,6,17RMM,2020-05-22 22:28:45
US-xCL,10654,3,14SPC,2020-05-23 00:03:54
US-MOz,10654,5,15SWC,2020-05-23 00:05:38
US-MMS,10654,6,16SEJ,2020-05-23 00:06:30
US-UiB,10654,6,16TCK,2020-05-23 00:06:30
US-KM4,10654,7,16TFN,2020-05-23 00:07:22
CA-Cbo,10654,8,17TNK,2020-05-23 00:08:14
US-xSJ,10655,1,11SKB,2020-05-23 01:37:19
US-xSP,10655,1,11SKB,2020-05-23 01:37:19
US-xTE,10655,1,11SLB,2020-05-23 01:37:19
US-xNQ,10655,3,12TUK,2020-05-23 01:39:03
US-xNG,10655,7,14TLS,2020-05-23 01:42:30
US-xWD,10655,7,14TMT,2020-05-23 01:42:30
US-xDC,10655,7,14TMT,2020-05-23 01:42:30
US-xWR,10656,3,10TER,2020-05-23 03:14:56
US-xAB,10656,3,10TER,2020-05-23 03:14:56
US-CF1,10656,4,11TMM,2020-05-23 03:15:48
US-CF4,10656,4,11TMM,2020-05-23 03:15:48
US-CF2,10656,4,11TMM,2020-05-23 03:15:48
US-CF3,10656,4,11TMM,2020-05-23 03:15:48
US-MMS,10669,8,16SEJ,2020-05-23 23:19:08
US-xMB,10670,3,12SXH,2020-05-24 00:51:25
US-xNW,10670,4,13TDE,2020-05-24 00:52:17
US-NR3,10670,4,13TDE,2020-05-24 00:52:17
US-xRM,10670,4,13TDE,2020-05-24 00:52:17
US-NR4,10670,4,13TDE,2020-05-24 00:52:17
US-xCP,10670,5,13TEF,2020-05-24 00:53:09
US-xSL,10670,5,13TFE,2020-05-24 00:53:09
US-Ro4,10670,7,15TVK,2020-05-24 00:54:53
US-Ro4,10670,8,15TVK,2020-05-24 00:55:45
US-PFb,10670,8,15TYL,2020-05-24 00:55:45
US-PFg,10670,8,15TYL,2020-05-24 00:55:45
US-PFc,10670,8,15TYL,2020-05-24 00:55:45
US-xST,10670,8,15TYL,2020-05-24 00:55:45
US-PFd,10670,8,15TYL,2020-05-24 00:55:45
US-PFs,10670,8,15TYL,2020-05-24 00:55:45
US-PFm,10670,8,15TYL,2020-05-24 00:55:45
US-PFh,10670,8,15TYL,2020-05-24 00:55:45
US-PFr,10670,8,15TYL,2020-05-24 00:55:45
US-PFL,10670,8,15TYL,2020-05-24 00:55:45
US-xTR,10670,8,15TYL,2020-05-24 00:55:45
US-PFi,10670,8,15TYL,2020-05-24 00:55:45
US-PFq,10670,8,15TYL,2020-05-24 00:55:45
US-PFt,10670,8,15TYL,2020-05-24 00:55:45
US-PFj,10670,8,15TYL,2020-05-24 00:55:45
US-WCr,10670,8,15TYL,2020-05-24 00:55:45
US-PFp,10670,8,15TYL,2020-05-24 00:55:45
US-PFn,10670,8,15TYL,2020-05-24 00:55:45
US-PFk,10670,8,15TYL,2020-05-24 00:55:45
US-xUN,10670,8,15TYM,2020-05-24 00:55:45
US-TrB,10670,8,15TYM,2020-05-24 00:55:45
US-Los,10670,8,15TYM,2020-05-24 00:55:45
US-PFe,10670,8,15TYM,2020-05-24 00:55:45
US-TrS,10670,8,15TYM,2020-05-24 00:55:45
US-Syv,10670,8,15TYM,2020-05-24 00:55:45
US-xPU,10671,1,05QKB,2020-05-24 02:17:02
US-xWR,10671,4,10TER,2020-05-24 02:27:46
US-xAB,10671,4,10TER,2020-05-24 02:27:46
US-Me2,10671,4,10TFQ,2020-05-24 02:27:46
US-Me6,10671,4,10TFQ,2020-05-24 02:27:46
US-CF1,10671,5,11TMM,2020-05-24 02:28:38
US-CF4,10671,5,11TMM,2020-05-24 02:28:38
US-CF2,10671,5,11TMM,2020-05-24 02:28:38
US-CF3,10671,5,11TMM,2020-05-24 02:28:38
US-xLE,10684,2,16SCA,2020-05-24 22:29:30
US-xDL,10684,2,16SDB,2020-05-24 22:29:30
US-xTA,10684,2,16SDB,2020-05-24 22:29:30
US-xRN,10684,4,16SGE,2020-05-24 22:31:14
US-xGR,10684,4,17SKV,2020-05-24 22:31:14
US-xML,10684,5,17SNB,2020-05-24 22:32:05
US-xBL,10684,5,17SQD,2020-05-24 22:32:05
US-xSC,10684,5,17SQD,2020-05-24 22:32:05
US-UC2,10684,6,17TQF,2020-05-24 22:32:57
US-UC1,10684,6,17TQF,2020-05-24 22:32:57
US-xSE,10684,6,18SUJ,2020-05-24 22:32:57
US-xHA,10684,7,18TYN,2020-05-24 22:33:49
US-Ha2,10684,7,18TYN,2020-05-24 22:33:49
US-HBK,10684,7,18TYP,2020-05-24 22:33:49
US-PHM,10684,7,19TCH,2020-05-24 22:33:49
US-Bar,10684,8,19TCJ,2020-05-24 22:34:41
US-xBR,10684,8,19TCJ,2020-05-24 22:34:41
US-Ho2,10684,8,19TEL,2020-05-24 22:34:41
US-Ho1,10684,8,19TEL,2020-05-24 22:34:41
US-xSR,10685,1,12SWA,2020-05-25 00:02:21
US-Wkg,10685,1,12SWA,2020-05-25 00:02:21
US-MtB,10685,1,12SWA,2020-05-25 00:02:21
US-SRG,10685,1,12SWA,2020-05-25 00:02:21
US-Whs,10685,1,12SWA,2020-05-25 00:02:21
US-SRS,10685,1,12SWA,2020-05-25 00:02:21
US-SRM,10685,1,12SWA,2020-05-25 00:02:21
US-CMW,10685,1,12SWA,2020-05-25 00:02:21
US-Seg,10685,2,13SCU,2020-05-25 00:03:13
US-Ses,10685,2,13SCU,2020-05-25 00:03:13
US-Mpj,10685,3,13SCU,2020-05-25 00:04:05
US-Vcp,10685,3,13SCV,2020-05-25 00:04:05
US-Vcs,10685,3,13SCV,2020-05-25 00:04:05
US-Vcm,10685,3,13SCV,2020-05-25 00:04:05
US-Wjs,10685,3,13SDU,2020-05-25 00:04:05
US-xSL,10685,4,13TFE,2020-05-25 00:04:57
US-Ro4,10685,7,15TVK,2020-05-25 00:07:33
US-DFC,10685,7,15TYJ,2020-05-25 00:07:33
US-DFK,10685,7,15TYJ,2020-05-25 00:07:33
US-CS5,10685,8,15TYJ,2020-05-25 00:08:25
US-CC2,10685,8,15TYJ,2020-05-25 00:08:25
US-CC1,10685,8,15TYJ,2020-05-25 00:08:25
US-PFb,10685,8,15TYL,2020-05-25 00:08:25
US-PFg,10685,8,15TYL,2020-05-25 00:08:25
US-PFc,10685,8,15TYL,2020-05-25 00:08:25
US-xST,10685,8,15TYL,2020-05-25 00:08:25
US-PFd,10685,8,15TYL,2020-05-25 00:08:25
US-PFs,10685,8,15TYL,2020-05-25 00:08:25
US-PFm,10685,8,15TYL,2020-05-25 00:08:25
US-PFh,10685,8,15TYL,2020-05-25 00:08:25
US-PFr,10685,8,15TYL,2020-05-25 00:08:25
US-PFL,10685,8,15TYL,2020-05-25 00:08:25
US-xTR,10685,8,15TYL,2020-05-25 00:08:25
US-PFi,10685,8,15TYL,2020-05-25 00:08:25
US-PFq,10685,8,15TYL,2020-05-25 00:08:25
US-PFt,10685,8,15TYL,2020-05-25 00:08:25
US-PFj,10685,8,15TYL,2020-05-25 00:08:25
US-WCr,10685,8,15TYL,2020-05-25 00:08:25
US-PFp,10685,8,15TYL,2020-05-25 00:08:25
US-PFn,10685,8,15TYL,2020-05-25 00:08:25
US-PFk,10685,8,15TYL,2020-05-25 00:08:25
US-xUN,10685,8,15TYM,2020-05-25 00:08:25
US-TrB,10685,8,15TYM,2020-05-25 00:08:25
US-Los,10685,8,15TYM,2020-05-25 00:08:25
US-PFe,10685,8,15TYM,2020-05-25 00:08:25
US-TrS,10685,8,15TYM,2020-05-25 00:08:25
US-Syv,10685,8,15TYM,2020-05-25 00:08:25
US-Rls,10686,5,11TNH,2020-05-25 01:40:29
US-Rwf,10686,5,11TNH,2020-05-25 01:40:29
US-Rws,10686,5,11TNH,2020-05-25 01:40:29
US-Rms,10686,5,11TNH,2020-05-25 01:40:29
US-xYE,10686,6,12TWQ,2020-05-25 01:41:21
US-xJE,10699,2,16RGV,2020-05-25 21:41:49
US-SP1,10699,2,17RLN,2020-05-25 21:41:49
US-xSB,10699,2,17RLN,2020-05-25 21:41:49
US-HB3,10699,4,17SPS,2020-05-25 21:43:33
US-HB2,10699,4,17SPS,2020-05-25 21:43:33
US-NC3,10699,5,18SUE,2020-05-25 21:44:25
US-NC2,10699,5,18SUE,2020-05-25 21:44:25
US-NC4,10699,5,18SVE,2020-05-25 21:44:25
US-xJR,10700,1,13SCS,2020-05-25 23:15:20
US-Jo2,10700,1,13SCS,2020-05-25 23:15:20
US-Jo1,10700,1,13SCS,2020-05-25 23:15:20
US-xAE,10700,3,14SME,2020-05-25 23:17:04
US-ARM,10700,4,14SPF,2020-05-25 23:17:56
US-xKZ,10700,4,14SQJ,2020-05-25 23:17:56
US-xKA,10700,4,14SQJ,2020-05-25 23:17:56
US-xUK,10700,5,15SUD,2020-05-25 23:18:48
US-DFC,10700,6,15TYJ,2020-05-25 23:19:40
US-DFK,10700,6,15TYJ,2020-05-25 23:19:40
US-CS5,10700,7,15TYJ,2020-05-25 23:20:32
US-CC2,10700,7,15TYJ,2020-05-25 23:20:32
US-CC1,10700,7,15TYJ,2020-05-25 23:20:32
US-KM4,10700,7,16TFN,2020-05-25 23:20:32
US-UMd,10700,8,16TFR,2020-05-25 23:21:24
US-UMB,10700,8,16TFR,2020-05-25 23:21:24
US-xSJ,10701,1,11SKB,2020-05-26 00:50:46
US-xSP,10701,1,11SKB,2020-05-26 00:50:46
US-xTE,10701,1,11SLB,2020-05-26 00:50:46
US-xYE,10701,4,12TWQ,2020-05-26 00:53:22
US-xNG,10701,6,14TLS,2020-05-26 00:55:06
US-xWD,10701,7,14TMT,2020-05-26 00:55:58
US-xDC,10701,7,14TMT,2020-05-26 00:55:58
PR-xLA,10713,5,19QFV,2020-05-26 19:17:41
PR-xGU,10713,5,19QGV,2020-05-26 19:17:41
US-PAS,10714,5,17RML,2020-05-26 20:53:48
US-ONA,10714,5,17RML,2020-05-26 20:53:48
US-xDS,10714,5,17RMM,2020-05-26 20:53:48
US-xCL,10715,3,14SPC,2020-05-26 22:29:40
US-MOz,10715,5,15SWC,2020-05-26 22:31:24
US-MMS,10715,6,16SEJ,2020-05-26 22:32:16
US-UiB,10715,6,16TCK,2020-05-26 22:32:16
US-KM4,10715,7,16TFN,2020-05-26 22:33:08
CA-Cbo,10715,8,17TNK,2020-05-26 22:34:00
US-xSJ,10716,1,11SKB,2020-05-27 00:02:55
US-xSP,10716,1,11SKB,2020-05-27 00:02:55
US-xTE,10716,1,11SLB,2020-05-27 00:02:55
US-xNQ,10716,3,12TUK,2020-05-27 00:04:39
US-xNG,10716,6,14TLS,2020-05-27 00:07:15
US-xWD,10716,7,14TMT,2020-05-27 00:08:07
US-xDC,10716,7,14TMT,2020-05-27 00:08:07
US-xWR,10717,5,10TER,2020-05-27 01:40:30
US-xAB,10717,5,10TER,2020-05-27 01:40:30
US-Me2,10717,5,10TFQ,2020-05-27 01:40:30
US-CF1,10717,6,11TMM,2020-05-27 01:41:22
US-CF4,10717,6,11TMM,2020-05-27 01:41:22
US-CF2,10717,6,11TMM,2020-05-27 01:41:22
US-CF3,10717,6,11TMM,2020-05-27 01:41:22
US-xLE,10745,2,16SCA,2020-05-28 20:55:00
US-xDL,10745,2,16SDB,2020-05-28 20:55:00
US-xTA,10745,2,16SDB,2020-05-28 20:55:00
US-xRN,10745,4,16SGE,2020-05-28 20:56:44
US-xGR,10745,4,17SKV,2020-05-28 20:56:44
US-xML,10745,5,17SNB,2020-05-28 20:57:36
US-xBL,10745,5,17SQD,2020-05-28 20:57:36
US-xSC,10745,5,17SQD,2020-05-28 20:57:36
US-UC2,10745,6,17TQF,2020-05-28 20:58:28
US-UC1,10745,6,17TQF,2020-05-28 20:58:28
US-xSE,10745,6,18SUJ,2020-05-28 20:58:28
US-xHA,10745,7,18TYN,2020-05-28 20:59:20
US-Ha2,10745,7,18TYN,2020-05-28 20:59:20
US-HBK,10745,7,18TYP,2020-05-28 20:59:20
US-PHM,10745,7,19TCH,2020-05-28 20:59:20
US-Bar,10745,8,19TCJ,2020-05-28 21:00:12
US-xBR,10745,8,19TCJ,2020-05-28 21:00:12
US-Ho2,10745,8,19TEL,2020-05-28 21:00:12
US-Ho1,10745,8,19TEL,2020-05-28 21:00:12
US-xSR,10746,1,12SWA,2020-05-28 22:27:53
US-Wkg,10746,1,12SWA,2020-05-28 22:27:53
US-MtB,10746,1,12SWA,2020-05-28 22:27:53
US-SRG,10746,1,12SWA,2020-05-28 22:27:53
US-Whs,10746,1,12SWA,2020-05-28 22:27:53
US-SRS,10746,1,12SWA,2020-05-28 22:27:53
US-SRM,10746,1,12SWA,2020-05-28 22:27:53
US-CMW,10746,1,12SWA,2020-05-28 22:27:53
US-Seg,10746,2,13SCU,2020-05-28 22:28:45
US-Ses,10746,2,13SCU,2020-05-28 22:28:45
US-Mpj,10746,3,13SCU,2020-05-28 22:29:36
US-Vcp,10746,3,13SCV,2020-05-28 22:29:36
US-Vcs,10746,3,13SCV,2020-05-28 22:29:36
US-Vcm,10746,3,13SCV,2020-05-28 22:29:36
US-Wjs,10746,3,13SDU,2020-05-28 22:29:36
US-xSL,10746,4,13TFE,2020-05-28 22:30:28
US-Ro4,10746,7,15TVK,2020-05-28 22:33:04
US-DFC,10746,7,15TYJ,2020-05-28 22:33:04
US-DFK,10746,7,15TYJ,2020-05-28 22:33:04
US-CC1,10746,7,15TYJ,2020-05-28 22:33:04
US-CS5,10746,8,15TYJ,2020-05-28 22:33:56
US-CC2,10746,8,15TYJ,2020-05-28 22:33:56
US-CC1,10746,8,15TYJ,2020-05-28 22:33:56
US-PFb,10746,8,15TYL,2020-05-28 22:33:56
US-PFg,10746,8,15TYL,2020-05-28 22:33:56
US-PFc,10746,8,15TYL,2020-05-28 22:33:56
US-xST,10746,8,15TYL,2020-05-28 22:33:56
US-PFd,10746,8,15TYL,2020-05-28 22:33:56
US-PFs,10746,8,15TYL,2020-05-28 22:33:56
US-PFm,10746,8,15TYL,2020-05-28 22:33:56
US-PFh,10746,8,15TYL,2020-05-28 22:33:56
US-PFr,10746,8,15TYL,2020-05-28 22:33:56
US-PFL,10746,8,15TYL,2020-05-28 22:33:56
US-xTR,10746,8,15TYL,2020-05-28 22:33:56
US-PFi,10746,8,15TYL,2020-05-28 22:33:56
US-PFq,10746,8,15TYL,2020-05-28 22:33:56
US-PFt,10746,8,15TYL,2020-05-28 22:33:56
US-PFj,10746,8,15TYL,2020-05-28 22:33:56
US-WCr,10746,8,15TYL,2020-05-28 22:33:56
US-PFp,10746,8,15TYL,2020-05-28 22:33:56
US-PFn,10746,8,15TYL,2020-05-28 22:33:56
US-PFk,10746,8,15TYL,2020-05-28 22:33:56
US-xUN,10746,8,15TYM,2020-05-28 22:33:56
US-TrB,10746,8,15TYM,2020-05-28 22:33:56
US-Los,10746,8,15TYM,2020-05-28 22:33:56
US-PFe,10746,8,15TYM,2020-05-28 22:33:56
US-TrS,10746,8,15TYM,2020-05-28 22:33:56
US-Syv,10746,8,15TYM,2020-05-28 22:33:56
US-Rls,10747,5,11TNH,2020-05-29 00:06:03
US-Rwf,10747,5,11TNH,2020-05-29 00:06:03
US-Rws,10747,5,11TNH,2020-05-29 00:06:03
US-Rms,10747,5,11TNH,2020-05-29 00:06:03
US-xYE,10747,6,12TWQ,2020-05-29 00:06:55
US-xJE,10760,4,16RGV,2020-05-29 20:07:21
US-SP1,10760,4,17RLN,2020-05-29 20:07:21
US-xSB,10760,4,17RLN,2020-05-29 20:07:21
US-HB3,10760,6,17SPS,2020-05-29 20:09:05
US-HB2,10760,6,17SPS,2020-05-29 20:09:05
US-NC3,10760,7,18SUE,2020-05-29 20:09:57
US-NC2,10760,7,18SUE,2020-05-29 20:09:57
US-NC4,10760,7,18SVE,2020-05-29 20:09:57
US-xJR,10761,1,13SCS,2020-05-29 21:41:08
US-Jo2,10761,1,13SCS,2020-05-29 21:41:08
US-Jo1,10761,1,13SCS,2020-05-29 21:41:08
US-xAE,10761,3,14SME,2020-05-29 21:42:52
US-ARM,10761,3,14SPF,2020-05-29 21:42:52
US-xKZ,10761,4,14SQJ,2020-05-29 21:43:44
US-xKA,10761,4,14SQJ,2020-05-29 21:43:44
US-xUK,10761,4,15SUD,2020-05-29 21:43:44
US-MOz,10761,5,15SWC,2020-05-29 21:44:36
US-DFC,10761,6,15TYJ,2020-05-29 21:45:28
US-CS5,10761,6,15TYJ,2020-05-29 21:45:28
US-CC2,10761,6,15TYJ,2020-05-29 21:45:28
US-DFK,10761,6,15TYJ,2020-05-29 21:45:28
US-CC1,10761,6,15TYJ,2020-05-29 21:45:28
US-KM4,10761,7,16TFN,2020-05-29 21:46:20
US-UMd,10761,7,16TFR,2020-05-29 21:46:20
US-UMB,10761,7,16TFR,2020-05-29 21:46:20
US-xSJ,10762,1,11SKB,2020-05-29 23:16:17
US-xSP,10762,1,11SKB,2020-05-29 23:16:17
US-xTE,10762,1,11SLB,2020-05-29 23:16:17
US-xYE,10762,4,12TWQ,2020-05-29 23:18:53
US-xWD,10762,7,14TMT,2020-05-29 23:21:29
US-xDC,10762,7,14TMT,2020-05-29 23:21:29
US-PAS,10775,6,17RML,2020-05-30 19:19:50
US-ONA,10775,6,17RML,2020-05-30 19:19:50
US-xDS,10775,6,17RMM,2020-05-30 19:19:50
US-xCL,10776,3,14SPC,2020-05-30 20:55:05
US-MOz,10776,5,15SWC,2020-05-30 20:56:49
US-MMS,10776,6,16SEJ,2020-05-30 20:57:41
US-UiB,10776,6,16TCK,2020-05-30 20:57:41
US-KM4,10776,7,16TFN,2020-05-30 20:58:33
CA-Cbo,10776,8,17TNK,2020-05-30 20:59:25
US-xSP,10777,1,11SKB,2020-05-30 22:28:28
US-xTE,10777,1,11SLB,2020-05-30 22:28:28
US-xNQ,10777,3,12TUK,2020-05-30 22:30:12
US-xNG,10777,6,14TLS,2020-05-30 22:32:48
US-xWD,10777,7,14TMT,2020-05-30 22:33:40
US-xDC,10777,7,14TMT,2020-05-30 22:33:40
US-xWR,10778,1,10TER,2020-05-31 00:06:15
US-xAB,10778,1,10TER,2020-05-31 00:06:15
US-Me2,10778,1,10TFQ,2020-05-31 00:06:15
US-Me6,10778,1,10TFQ,2020-05-31 00:06:15
US-CF1,10778,2,11TMM,2020-05-31 00:07:07
US-CF4,10778,2,11TMM,2020-05-31 00:07:07
US-CF2,10778,2,11TMM,2020-05-31 00:07:07
US-CF3,10778,2,11TMM,2020-05-31 00:07:07
US-xMB,10792,3,12SXH,2020-05-31 21:42:29
US-xNW,10792,4,13TDE,2020-05-31 21:43:21
US-NR3,10792,4,13TDE,2020-05-31 21:43:21
US-xRM,10792,4,13TDE,2020-05-31 21:43:21
US-NR4,10792,4,13TDE,2020-05-31 21:43:21
US-xCP,10792,5,13TEF,2020-05-31 21:44:13
US-xSL,10792,5,13TFE,2020-05-31 21:44:13
US-Ro4,10792,7,15TVK,2020-05-31 21:45:57
US-PFb,10792,8,15TYL,2020-05-31 21:46:49
US-PFg,10792,8,15TYL,2020-05-31 21:46:49
US-PFc,10792,8,15TYL,2020-05-31 21:46:49
US-xST,10792,8,15TYL,2020-05-31 21:46:49
US-PFd,10792,8,15TYL,2020-05-31 21:46:49
US-PFs,10792,8,15TYL,2020-05-31 21:46:49
US-PFm,10792,8,15TYL,2020-05-31 21:46:49
US-PFh,10792,8,15TYL,2020-05-31 21:46:49
US-PFr,10792,8,15TYL,2020-05-31 21:46:49
US-PFL,10792,8,15TYL,2020-05-31 21:46:49
US-xTR,10792,8,15TYL,2020-05-31 21:46:49
US-PFi,10792,8,15TYL,2020-05-31 21:46:49
US-PFq,10792,8,15TYL,2020-05-31 21:46:49
US-PFt,10792,8,15TYL,2020-05-31 21:46:49
US-PFj,10792,8,15TYL,2020-05-31 21:46:49
US-WCr,10792,8,15TYL,2020-05-31 21:46:49
US-PFp,10792,8,15TYL,2020-05-31 21:46:49
US-PFn,10792,8,15TYL,2020-05-31 21:46:49
US-PFk,10792,8,15TYL,2020-05-31 21:46:49
US-xUN,10792,8,15TYM,2020-05-31 21:46:49
US-TrB,10792,8,15TYM,2020-05-31 21:46:49
US-Los,10792,8,15TYM,2020-05-31 21:46:49
US-PFe,10792,8,15TYM,2020-05-31 21:46:49
US-TrS,10792,8,15TYM,2020-05-31 21:46:49
US-Syv,10792,8,15TYM,2020-05-31 21:46:49
US-xWR,10793,2,10TER,2020-05-31 23:18:40
US-xAB,10793,2,10TER,2020-05-31 23:18:40
US-Me2,10793,2,10TFQ,2020-05-31 23:18:40
US-Me6,10793,2,10TFQ,2020-05-31 23:18:40
US-CF1,10793,3,11TMM,2020-05-31 23:19:32
US-CF4,10793,3,11TMM,2020-05-31 23:19:32
US-CF2,10793,3,11TMM,2020-05-31 23:19:32
US-CF3,10793,3,11TMM,2020-05-31 23:19:32
US-xSR,10807,1,12SWA,2020-06-01 20:53:31
US-Wkg,10807,1,12SWA,2020-06-01 20:53:31
US-MtB,10807,1,12SWA,2020-06-01 20:53:31
US-SRG,10807,1,12SWA,2020-06-01 20:53:31
US-Whs,10807,1,12SWA,2020-06-01 20:53:31
US-SRS,10807,1,12SWA,2020-06-01 20:53:31
US-SRM,10807,1,12SWA,2020-06-01 20:53:31
US-CMW,10807,1,12SWA,2020-06-01 20:53:31
US-xJR,10807,2,13SCS,2020-06-01 20:54:23
US-Seg,10807,2,13SCU,2020-06-01 20:54:23
US-Mpj,10807,2,13SCU,2020-06-01 20:54:23
US-Ses,10807,2,13SCU,2020-06-01 20:54:23
US-Wjs,10807,2,13SDU,2020-06-01 20:54:23
US-Vcp,10807,3,13SCV,2020-06-01 20:55:15
US-Vcs,10807,3,13SCV,2020-06-01 20:55:15
US-Vcm,10807,3,13SCV,2020-06-01 20:55:15
US-Ro4,10807,7,15TVK,2020-06-01 20:58:43
US-DFC,10807,7,15TYJ,2020-06-01 20:58:43
US-CS5,10807,7,15TYJ,2020-06-01 20:58:43
US-CC2,10807,7,15TYJ,2020-06-01 20:58:43
US-DFK,10807,7,15TYJ,2020-06-01 20:58:43
US-CC1,10807,7,15TYJ,2020-06-01 20:58:43
US-PFb,10807,8,15TYL,2020-06-01 20:59:35
US-PFg,10807,8,15TYL,2020-06-01 20:59:35
US-PFc,10807,8,15TYL,2020-06-01 20:59:35
US-xST,10807,8,15TYL,2020-06-01 20:59:35
US-PFd,10807,8,15TYL,2020-06-01 20:59:35
US-PFs,10807,8,15TYL,2020-06-01 20:59:35
US-PFm,10807,8,15TYL,2020-06-01 20:59:35
US-PFh,10807,8,15TYL,2020-06-01 20:59:35
US-PFr,10807,8,15TYL,2020-06-01 20:59:35
US-PFL,10807,8,15TYL,2020-06-01 20:59:35
US-xTR,10807,8,15TYL,2020-06-01 20:59:35
US-PFi,10807,8,15TYL,2020-06-01 20:59:35
US-PFq,10807,8,15TYL,2020-06-01 20:59:35
US-PFt,10807,8,15TYL,2020-06-01 20:59:35
US-PFj,10807,8,15TYL,2020-06-01 20:59:35
US-WCr,10807,8,15TYL,2020-06-01 20:59:35
US-PFp,10807,8,15TYL,2020-06-01 20:59:35
US-PFn,10807,8,15TYL,2020-06-01 20:59:35
US-PFk,10807,8,15TYL,2020-06-01 20:59:35
US-xUN,10807,8,15TYM,2020-06-01 20:59:35
US-TrB,10807,8,15TYM,2020-06-01 20:59:35
US-Los,10807,8,15TYM,2020-06-01 20:59:35
US-PFe,10807,8,15TYM,2020-06-01 20:59:35
US-TrS,10807,8,15TYM,2020-06-01 20:59:35
US-Syv,10807,8,15TYM,2020-06-01 20:59:35
US-UMd,10807,8,16TFR,2020-06-01 20:59:35
US-UMB,10807,8,16TFR,2020-06-01 20:59:35
US-Rms,10808,3,11TNH,2020-06-01 22:30:44
US-Rls,10808,4,11TNH,2020-06-01 22:31:36
US-Rwf,10808,4,11TNH,2020-06-01 22:31:36
US-Rws,10808,4,11TNH,2020-06-01 22:31:36
US-xYE,10808,5,12TWQ,2020-06-01 22:32:28
US-xJE,10821,4,16RGV,2020-06-02 18:32:42
US-xJE,10821,5,16RGV,2020-06-02 18:33:34
US-SP1,10821,5,17RLN,2020-06-02 18:33:34
US-xSB,10821,5,17RLN,2020-06-02 18:33:34
US-HB3,10821,6,17SPS,2020-06-02 18:34:26
US-HB2,10821,6,17SPS,2020-06-02 18:34:26
US-NC3,10821,7,18SUE,2020-06-02 18:35:18
US-NC2,10821,7,18SUE,2020-06-02 18:35:18
US-NC4,10821,7,18SVE,2020-06-02 18:35:18
US-xJR,10822,1,13SCS,2020-06-02 20:06:36
US-Jo2,10822,1,13SCS,2020-06-02 20:06:36
US-Jo1,10822,1,13SCS,2020-06-02 20:06:36
US-xAE,10822,3,14SME,2020-06-02 20:08:20
US-ARM,10822,3,14SPF,2020-06-02 20:08:20
US-xKZ,10822,4,14SQJ,2020-06-02 20:09:12
US-xKA,10822,4,14SQJ,2020-06-02 20:09:12
US-xUK,10822,4,15SUD,2020-06-02 20:09:12
US-MOz,10822,5,15SWC,2020-06-02 20:10:04
US-DFC,10822,6,15TYJ,2020-06-02 20:10:56
US-CS5,10822,6,15TYJ,2020-06-02 20:10:56
US-CC2,10822,6,15TYJ,2020-06-02 20:10:56
US-DFK,10822,6,15TYJ,2020-06-02 20:10:56
US-CC1,10822,6,15TYJ,2020-06-02 20:10:56
US-KM4,10822,7,16TFN,2020-06-02 20:11:48
US-UMd,10822,7,16TFR,2020-06-02 20:11:48
US-UMB,10822,7,16TFR,2020-06-02 20:11:48
US-xSJ,10823,1,11SKB,2020-06-02 21:41:48
US-xSP,10823,1,11SKB,2020-06-02 21:41:48
US-xTE,10823,1,11SLB,2020-06-02 21:41:48
US-xYE,10823,4,12TWQ,2020-06-02 21:44:24
US-xNG,10823,6,14TLS,2020-06-02 21:46:08
US-xWD,10823,7,14TMT,2020-06-02 21:47:00
US-xDC,10823,7,14TMT,2020-06-02 21:47:00
US-xUN,10825,6,15TYM,2020-06-03 01:02:57
US-TrB,10825,6,15TYM,2020-06-03 01:02:57
US-Los,10825,6,15TYM,2020-06-03 01:02:57
US-TrS,10825,6,15TYM,2020-06-03 01:02:57
US-Syv,10825,6,15TYM,2020-06-03 01:02:57
US-UMd,10825,7,16TFR,2020-06-03 01:03:49
US-UMB,10825,7,16TFR,2020-06-03 01:03:49
PR-xLA,10835,5,19QFV,2020-06-03 16:08:42
PR-xGU,10835,5,19QGV,2020-06-03 16:08:42
US-xCL,10837,3,14SPC,2020-06-03 19:20:36
US-MOz,10837,5,15SWC,2020-06-03 19:22:20
US-MMS,10837,6,16SEJ,2020-06-03 19:23:12
US-UiB,10837,6,16TCK,2020-06-03 19:23:12
US-KM4,10837,7,16TFN,2020-06-03 19:24:04
CA-Cbo,10837,8,17TNK,2020-06-03 19:24:56
US-xSP,10838,1,11SKB,2020-06-03 20:54:00
US-xTE,10838,1,11SLB,2020-06-03 20:54:00
US-xNQ,10838,3,12TUK,2020-06-03 20:55:44
US-xNG,10838,6,14TLS,2020-06-03 20:58:20
US-xWD,10838,7,14TMT,2020-06-03 20:59:11
